region,category,parameter,mode,powertrain,year,unit,value
Texas,Passenger Vehicles,EV Sales,Vans,BEV,2021,Charging Point,1343.6
California,Passenger Vehicles,EV Stock,Buses,BEV,2021,Vehicles,32198.47
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Vehicles,16853.68
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2021,Percent,36218.31
Georgia,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,6100.63
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Percent,16569.19
Arizona,Commercial Vehicles,EV Stock,Buses,BEV,2023,Charging Point,950.14
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,11831.04
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,24214.61
Florida,Commercial Vehicles,EV Stock,Buses,BEV,2022,Vehicles,8962.91
California,Commercial Vehicles,EV Sales,Cars,PHEV,2018,Charging Point,30022.81
California,Passenger Vehicles,EV Stock,Vans,BEV,2024,Percent,5995.52
Illinois,Passenger Vehicles,EV Stock,Vans,BEV,2019,Charging Point,37286.66
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,46091.07
Florida,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,19357.68
California,Passenger Vehicles,EV Stock,Vans,BEV,2018,Percent,26457.48
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2018,Percent,24476.82
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Vehicles,39291.23
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2023,Vehicles,49710.13
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2024,Percent,36810.73
California,Commercial Vehicles,EV Stock,Vans,BEV,2024,Charging Point,10805.06
Arizona,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Percent,34834.4
Texas,Passenger Vehicles,EV Sales,Vans,BEV,2020,Percent,30826.62
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,10584.98
New York,Passenger Vehicles,EV Sales,Vans,BEV,2021,Vehicles,12124
Washington,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,32674.06
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,40410.15
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,38143.96
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Percent,30359.95
Texas,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,46883.36
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,36579.17
Colorado,Passenger Vehicles,EV Sales,Vans,BEV,2019,Vehicles,27141.61
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Percent,40828.63
New York,Commercial Vehicles,EV Stock,Cars,BEV,2020,Charging Point,14595.15
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,13248.29
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2022,Vehicles,48575.61
California,Passenger Vehicles,EV Sales,Buses,BEV,2021,Vehicles,47496.1
Arizona,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Percent,44037.76
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Charging Point,10797.02
Arizona,Passenger Vehicles,EV Stock,Cars,BEV,2021,Percent,29425.68
Colorado,Commercial Vehicles,EV Sales,Cars,BEV,2018,Percent,26799
Florida,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Vehicles,10235.11
Nevada,Passenger Vehicles,EV Stock,Vans,BEV,2024,Vehicles,22444.63
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Charging Point,23310.78
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,12107.07
Texas,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,47748.55
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,24686.48
Illinois,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,26292.1
Arizona,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Percent,29969.09
California,Commercial Vehicles,EV Stock,Vans,BEV,2020,Charging Point,44358.93
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Percent,26712.15
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,27094.19
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2021,Percent,12085.65
Georgia,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Percent,30180.58
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,19119.36
Nevada,Commercial Vehicles,EV Stock,Buses,BEV,2021,Percent,32374.4
Washington,Passenger Vehicles,EV Stock,Vans,BEV,2018,Charging Point,15107.24
Washington,Passenger Vehicles,EV Sales,Buses,BEV,2022,Percent,35814.85
Nevada,Commercial Vehicles,EV Stock,Vans,BEV,2022,Charging Point,30983.25
New York,Passenger Vehicles,EV Sales,Vans,BEV,2023,Vehicles,23776.75
Illinois,Commercial Vehicles,EV Stock,Buses,BEV,2021,Charging Point,4923.95
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Vehicles,31385.71
Illinois,Passenger Vehicles,EV Stock,Cars,BEV,2024,Charging Point,42978.02
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2023,Vehicles,8636.61
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2023,Percent,4327.5
California,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,2074.48
Georgia,Passenger Vehicles,EV Sales,Buses,BEV,2020,Vehicles,1687.76
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2018,Percent,42119.25
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Percent,36407.99
Arizona,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,10194.69
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2024,Vehicles,45864.16
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2018,Charging Point,6853.46
Illinois,Commercial Vehicles,EV Sales,Buses,BEV,2019,Vehicles,18770.72
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Percent,22660.2
California,Passenger Vehicles,EV Stock,Cars,BEV,2024,Vehicles,3887.2
Illinois,Commercial Vehicles,EV Stock,Cars,BEV,2021,Charging Point,17438.96
Texas,Commercial Vehicles,EV Sales,Bikes,PHEV,2019,Charging Point,5183.85
Florida,Commercial Vehicles,EV Sales,Vans,BEV,2019,Charging Point,39509.74
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Charging Point,2436.72
Illinois,Passenger Vehicles,EV Stock,Vans,PHEV,2024,Charging Point,955.11
Nevada,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,36651.68
Texas,Commercial Vehicles,EV Sales,Vans,BEV,2024,Vehicles,39064.33
New York,Passenger Vehicles,EV Stock,Cars,BEV,2022,Charging Point,24831.94
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2023,Vehicles,15961.84
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2023,Vehicles,11899.01
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,5939.69
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2018,Vehicles,24263.09
Georgia,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,24605.35
California,Commercial Vehicles,EV Sales,Buses,BEV,2018,Vehicles,22852.44
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Charging Point,38935.3
Florida,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,5078.87
Texas,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,33533.5
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,20138.21
California,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,12123.4
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2019,Vehicles,34111.55
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2023,Charging Point,9964.13
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2023,Charging Point,11622.76
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Charging Point,49927.43
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,44444.57
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,34887.24
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,15856.56
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,26882.25
Colorado,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Percent,6418.13
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Charging Point,16764.18
Arizona,Commercial Vehicles,EV Stock,Cars,BEV,2020,Percent,3491.73
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,30554.88
New York,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,42889.04
Arizona,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,40496.61
California,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Percent,42818.46
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2021,Charging Point,8812.53
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,32539.22
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2022,Charging Point,47841.43
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,39184.23
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Charging Point,269.18
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2022,Percent,44127.1
Georgia,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Percent,35318.41
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,6190.9
Georgia,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,15759.75
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2018,Vehicles,5963.99
Georgia,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Percent,36517.54
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,275.84
New York,Passenger Vehicles,EV Stock,Vans,BEV,2020,Percent,23279.66
New York,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Charging Point,49990.47
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2018,Charging Point,42571.41
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,29402.36
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,34727.31
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2024,Vehicles,30221.58
New York,Commercial Vehicles,EV Stock,Cars,PHEV,2021,Vehicles,40561.21
New York,Commercial Vehicles,EV Sales,Cars,BEV,2022,Charging Point,44310.64
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2022,Percent,38352.96
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2022,Percent,9179.93
Arizona,Commercial Vehicles,EV Stock,Bikes,BEV,2021,Vehicles,18688.82
Georgia,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Percent,39241.97
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2022,Vehicles,41176.56
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2021,Percent,31477.26
New York,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,35735.85
Illinois,Passenger Vehicles,EV Sales,Cars,BEV,2022,Vehicles,8807.48
New York,Commercial Vehicles,EV Sales,Buses,BEV,2022,Percent,18696.02
Washington,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Vehicles,26778.35
Arizona,Commercial Vehicles,EV Stock,Buses,BEV,2019,Percent,49187.05
New York,Passenger Vehicles,EV Sales,Vans,BEV,2021,Charging Point,39980.86
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,9711.73
Illinois,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,17685.09
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,10923.22
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,7697.73
Arizona,Commercial Vehicles,EV Sales,Vans,BEV,2024,Charging Point,6087.01
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Percent,48288.58
Texas,Commercial Vehicles,EV Sales,Buses,BEV,2020,Charging Point,45341.01
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2024,Percent,24213.89
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Charging Point,27472.38
Washington,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Charging Point,41947.28
California,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Charging Point,32477.03
Illinois,Commercial Vehicles,EV Stock,Cars,BEV,2024,Vehicles,36659.63
California,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,39577.98
Georgia,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Vehicles,24203.13
Washington,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Vehicles,48742.17
Washington,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Percent,31455.41
California,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Charging Point,31710.91
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Percent,7138.15
Texas,Passenger Vehicles,EV Stock,Cars,PHEV,2018,Charging Point,49388.09
Colorado,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Charging Point,3631.7
California,Passenger Vehicles,EV Stock,Vans,BEV,2020,Percent,49283.25
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2018,Charging Point,45537.22
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,42835.37
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,33712.57
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2019,Percent,30482.02
Arizona,Commercial Vehicles,EV Stock,Bikes,BEV,2024,Percent,49831.34
Nevada,Commercial Vehicles,EV Stock,Buses,BEV,2020,Percent,48702.47
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,40610.47
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Charging Point,4434.39
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2020,Percent,18671.11
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,43309.8
Colorado,Commercial Vehicles,EV Sales,Cars,BEV,2019,Charging Point,35155.76
New York,Commercial Vehicles,EV Sales,Vans,BEV,2020,Percent,6188.01
Washington,Passenger Vehicles,EV Stock,Buses,BEV,2019,Percent,17477.6
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Vehicles,1069.33
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2020,Percent,44650.88
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Vehicles,37375.56
California,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,21849.46
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2021,Charging Point,38043.37
Colorado,Passenger Vehicles,EV Sales,Vans,BEV,2018,Vehicles,46677.77
Texas,Commercial Vehicles,EV Sales,Cars,BEV,2018,Charging Point,14066.6
New York,Passenger Vehicles,EV Stock,Cars,BEV,2018,Vehicles,14362.26
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,24184.31
Washington,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,35374.29
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Percent,49652.57
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2018,Charging Point,8230.28
Arizona,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,17172.56
Illinois,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,18235.65
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Percent,36318.62
Florida,Commercial Vehicles,EV Stock,Bikes,PHEV,2021,Charging Point,44341.23
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Percent,9271.38
Texas,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Charging Point,35711.15
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Vehicles,45490.14
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2019,Charging Point,6152.65
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2024,Percent,31789.49
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2022,Vehicles,10198.96
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Charging Point,22112.93
Texas,Commercial Vehicles,EV Stock,Cars,BEV,2019,Vehicles,6427.76
Colorado,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Percent,34212.6
Arizona,Passenger Vehicles,EV Stock,Cars,BEV,2021,Vehicles,20128.63
New York,Passenger Vehicles,EV Stock,Buses,BEV,2020,Percent,28405.91
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Charging Point,26224.76
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2018,Percent,34729.84
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2020,Percent,44789.36
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2023,Percent,14059.49
Nevada,Commercial Vehicles,EV Stock,Buses,PHEV,2020,Percent,29798.82
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2021,Charging Point,28730.94
Colorado,Passenger Vehicles,EV Stock,Cars,BEV,2024,Percent,15825.75
California,Commercial Vehicles,EV Sales,Cars,BEV,2024,Percent,25029.35
New York,Commercial Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,2118.61
Arizona,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Percent,21403.96
Nevada,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Charging Point,13599.29
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2021,Charging Point,43212.38
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Percent,17953.81
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Vehicles,9691.27
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Charging Point,26530.59
Texas,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Charging Point,40567.13
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2023,Vehicles,17766.88
California,Passenger Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,42356.84
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Percent,16373.86
Florida,Commercial Vehicles,EV Sales,Cars,PHEV,2023,Vehicles,36806.34
California,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,5851.03
Illinois,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Vehicles,3203.81
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2018,Charging Point,36905.04
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Percent,18483.07
Texas,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,19710.46
New York,Commercial Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,28750.22
Washington,Commercial Vehicles,EV Stock,Buses,BEV,2018,Percent,49344.82
Nevada,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Percent,8658.34
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2018,Vehicles,15062.72
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,32470.31
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2022,Vehicles,35078.07
New York,Passenger Vehicles,EV Stock,Buses,BEV,2019,Vehicles,35336.65
Washington,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Charging Point,29810.72
Arizona,Commercial Vehicles,EV Stock,Buses,BEV,2022,Vehicles,29455.36
Arizona,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Charging Point,7490.54
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Percent,41747.81
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Charging Point,543.9
Georgia,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Percent,20937.11
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Vehicles,10848.92
Illinois,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Percent,5306.56
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Percent,16042.59
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2018,Charging Point,32893.65
California,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Percent,24904.44
Nevada,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,43688.94
Arizona,Commercial Vehicles,EV Sales,Buses,PHEV,2020,Vehicles,30024.3
New York,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,12731.39
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2024,Percent,25809.53
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,11446.55
Texas,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Vehicles,9014.96
Arizona,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,47755.52
California,Passenger Vehicles,EV Sales,Vans,BEV,2022,Charging Point,23454.84
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,32595.28
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2023,Vehicles,43684.27
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2019,Vehicles,16176.66
Arizona,Commercial Vehicles,EV Sales,Buses,BEV,2019,Charging Point,39472.36
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,39462.46
Washington,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Vehicles,41218.19
New York,Passenger Vehicles,EV Sales,Buses,BEV,2018,Charging Point,9554.28
Washington,Commercial Vehicles,EV Sales,Vans,BEV,2022,Charging Point,48145.73
New York,Passenger Vehicles,EV Stock,Buses,BEV,2023,Charging Point,13811.59
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,38863.06
Arizona,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Vehicles,8199.06
Texas,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,46218.93
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2019,Vehicles,21449.48
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2018,Charging Point,33465.81
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,42524.57
Illinois,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Vehicles,14191.09
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,19510.9
Illinois,Passenger Vehicles,EV Stock,Buses,BEV,2018,Vehicles,15738.12
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,14215.24
Washington,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Percent,25564.04
California,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,27382.58
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Charging Point,3933.46
Florida,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Vehicles,33697.31
Illinois,Commercial Vehicles,EV Sales,Vans,PHEV,2018,Vehicles,21058.07
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,44487.51
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Percent,44287.57
California,Passenger Vehicles,EV Stock,Cars,PHEV,2018,Charging Point,36032.63
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2023,Percent,42703.78
Texas,Commercial Vehicles,EV Stock,Buses,BEV,2024,Charging Point,46133.45
Colorado,Passenger Vehicles,EV Sales,Cars,BEV,2023,Charging Point,28908.71
Georgia,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,48598.13
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Vehicles,47774.4
Colorado,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Percent,5583.14
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2023,Charging Point,26185.48
Colorado,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Percent,5811.93
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Vehicles,34238.26
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Percent,38287.26
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,44245.43
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2021,Percent,32535.48
New York,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Percent,22754.24
Arizona,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Percent,7881.26
Illinois,Passenger Vehicles,EV Sales,Cars,BEV,2022,Percent,6342.69
New York,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Charging Point,24334.8
California,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Percent,41644.13
Washington,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,37560.86
New York,Passenger Vehicles,EV Stock,Buses,BEV,2020,Charging Point,44052.01
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Charging Point,40568.41
California,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,10352.78
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Charging Point,10096.19
