region,category,parameter,mode,powertrain,year,unit,value,total_vehicles_sold
Florida,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Charging Point,38137.86,54364
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2022,Vehicles,12123.33,1929
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Percent,30777.54,23465
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,12094.78,629
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,9058.82,25409
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2023,Percent,31205.4,4078
California,Commercial Vehicles,EV Sales,Cars,BEV,2021,Charging Point,13537.13,77920
Arizona,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Charging Point,35747.52,25832
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2018,Vehicles,25772.82,4101
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Vehicles,34778.19,8320
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Percent,44591.78,23758
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,6998.48,87981
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,3430.26,53877
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2022,Percent,20055.85,53245
Arizona,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Charging Point,35863.71,122642
Texas,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Charging Point,44318.96,1568
Texas,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Charging Point,1836.24,36139
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2024,Charging Point,39668.61,3772
Georgia,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,3863.31,27407
California,Commercial Vehicles,EV Sales,Cars,BEV,2023,Charging Point,29070.73,53951
Florida,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Vehicles,17270.73,121791
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2022,Charging Point,980.94,3842
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,4944.96,97293
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Percent,17750.94,9325
Arizona,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Percent,47692.3,64255
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2022,Percent,7826.12,74374
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Vehicles,13671.66,38033
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Charging Point,49707.24,88895
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Charging Point,24082.96,3103
Texas,Passenger Vehicles,EV Sales,Buses,BEV,2022,Vehicles,13186.03,57951
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2018,Vehicles,30835.38,619
Georgia,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,21858.01,50702
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,42929.58,6241
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,498.16,115540
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2018,Percent,49839.15,38921
Texas,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Vehicles,3408.99,5548
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Percent,26902.47,9184
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,34900.26,50073
New York,Passenger Vehicles,EV Stock,Buses,BEV,2024,Percent,27536.53,117015
New York,Commercial Vehicles,EV Stock,Cars,BEV,2018,Vehicles,15108.61,44021
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,42786.1,137210
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2018,Percent,21578.11,189870
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Vehicles,15105,2532
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2023,Charging Point,38439.85,1558
New York,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,7378.21,1638
California,Passenger Vehicles,EV Sales,Vans,BEV,2022,Percent,10329.95,72161
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2020,Vehicles,12713.21,3564
Washington,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,21800.56,37265
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Vehicles,1114.78,133585
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2020,Percent,49589.61,111507
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2022,Percent,30047.53,3431
Arizona,Commercial Vehicles,EV Sales,Vans,BEV,2022,Vehicles,48538.9,258110
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2023,Percent,40391.92,19532
California,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Charging Point,6802.07,50676
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2020,Vehicles,10532.5,405
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2018,Percent,1819.02,69695
New York,Commercial Vehicles,EV Stock,Cars,BEV,2019,Charging Point,41706.14,32542
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,29713.53,110759
Georgia,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Percent,10831.75,1727
Colorado,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,48507.23,42575
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2020,Vehicles,36863.27,1290
Illinois,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,35305.39,41689
Washington,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Percent,13423,5285
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Charging Point,15737.34,165828
Florida,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,33432.14,58469
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,29718.23,9181
New York,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Percent,32399.45,4656
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2024,Percent,43953.26,40248
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2020,Percent,8104.01,109695
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,5905.04,40561
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Percent,28275.19,130285
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,25057.77,204988
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2019,Percent,20203.21,5529
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Charging Point,45245.17,1438
Washington,Commercial Vehicles,EV Sales,Cars,BEV,2023,Charging Point,27963.17,1542
Colorado,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Charging Point,28405.84,38593
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2021,Charging Point,18384.82,3002
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Percent,17269.18,46873
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Percent,49381.46,158463
California,Commercial Vehicles,EV Stock,Buses,BEV,2018,Charging Point,31191.33,120109
Florida,Passenger Vehicles,EV Sales,Vans,BEV,2022,Percent,41273.27,3427
Washington,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Vehicles,22428.16,279169
California,Passenger Vehicles,EV Sales,Buses,PHEV,2023,Charging Point,9673.53,25037
New York,Commercial Vehicles,EV Sales,Vans,BEV,2021,Charging Point,16309.57,100516
California,Passenger Vehicles,EV Stock,Cars,BEV,2018,Percent,17371.75,397
Colorado,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,28289.13,47327
Texas,Commercial Vehicles,EV Stock,Buses,BEV,2020,Charging Point,7815.32,34737
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2021,Vehicles,19412.2,60432
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2021,Charging Point,5118.8,1454
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2023,Percent,24876.87,26359
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2023,Charging Point,47376.48,1112
Georgia,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Percent,17012.79,21773
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2021,Vehicles,2580.65,4983
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Percent,30477.15,107138
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Percent,31773.01,37571
New York,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Charging Point,24030.53,6751
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2018,Charging Point,19903.29,3943
Washington,Passenger Vehicles,EV Stock,Vans,BEV,2024,Vehicles,44643.96,27130
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Vehicles,46928.02,75110
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2021,Vehicles,33690.76,40445
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Percent,25111.13,64980
Arizona,Commercial Vehicles,EV Stock,Bikes,BEV,2023,Percent,3470.63,136534
Colorado,Commercial Vehicles,EV Stock,Cars,BEV,2020,Charging Point,15121.8,4150
Colorado,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,14326.08,1792
Illinois,Passenger Vehicles,EV Sales,Buses,BEV,2018,Charging Point,3006.3,38217
Washington,Passenger Vehicles,EV Sales,Buses,BEV,2024,Charging Point,42183.82,2396
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Percent,43365.68,35992
California,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Charging Point,45627.31,57108
Colorado,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Percent,37116.28,77848
Washington,Passenger Vehicles,EV Sales,Buses,BEV,2024,Charging Point,35554.65,3393
Nevada,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,23943.54,134747
New York,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,42884.16,10627
New York,Passenger Vehicles,EV Sales,Cars,BEV,2019,Charging Point,25555.71,69018
Washington,Commercial Vehicles,EV Sales,Vans,BEV,2020,Charging Point,1579.09,49537
Illinois,Commercial Vehicles,EV Sales,Vans,PHEV,2019,Vehicles,29287.03,41897
Georgia,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,19583.83,63994
Arizona,Passenger Vehicles,EV Stock,Buses,BEV,2023,Percent,26112.77,1977
Illinois,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,22091.23,35000
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Percent,24890.23,698
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2024,Vehicles,5517.78,35973
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,825.21,4457
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2021,Charging Point,17075.35,70897
Texas,Commercial Vehicles,EV Stock,Cars,BEV,2018,Vehicles,12801.49,29990
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,12577.88,4421
Washington,Passenger Vehicles,EV Sales,Vans,BEV,2019,Percent,46861.05,3934
Arizona,Commercial Vehicles,EV Sales,Buses,BEV,2021,Percent,40967.35,27267
Texas,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Percent,767.21,94898
Nevada,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Vehicles,535.09,43110
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Percent,38867.31,80312
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,49244.54,148279
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2021,Percent,23313.8,3158
Texas,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,21713.18,1372
Texas,Commercial Vehicles,EV Stock,Bikes,PHEV,2018,Percent,13863.64,1599
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2018,Charging Point,33365.02,47973
Arizona,Commercial Vehicles,EV Sales,Buses,BEV,2022,Charging Point,23635.31,4395
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,8459.18,33117
California,Passenger Vehicles,EV Stock,Vans,BEV,2023,Percent,24120.6,62966
Nevada,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,18880.91,135769
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2019,Vehicles,44501.32,2766
Nevada,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,38602.17,171721
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2020,Vehicles,35092.25,12862
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2023,Vehicles,16425.3,52431
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,7066.81,51810
Florida,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,43247.48,36795
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,17203.09,77926
California,Commercial Vehicles,EV Sales,Vans,BEV,2022,Percent,29688.53,955
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2018,Vehicles,29582.2,30804
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Percent,46409.85,777
California,Passenger Vehicles,EV Sales,Vans,BEV,2022,Vehicles,8669.01,29396
Florida,Passenger Vehicles,EV Sales,Vans,BEV,2024,Charging Point,38605.11,3919
California,Passenger Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,23183.27,85424
Nevada,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Percent,8820.13,31279
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Vehicles,41798.37,4784
Illinois,Commercial Vehicles,EV Sales,Vans,PHEV,2019,Percent,41024.94,4868
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2021,Vehicles,2105.1,31633
Texas,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Vehicles,35501.06,88323
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Vehicles,7760.64,39985
Nevada,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,30556.98,75150
Illinois,Passenger Vehicles,EV Stock,Buses,BEV,2021,Vehicles,32225.75,129508
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Vehicles,33295.7,2990
New York,Commercial Vehicles,EV Stock,Cars,BEV,2022,Charging Point,6092.83,1192
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Charging Point,29955.96,1655
Georgia,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Vehicles,5083.17,49375
Texas,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Percent,37303.15,3354
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Percent,3280.86,34555
California,Commercial Vehicles,EV Stock,Cars,BEV,2021,Charging Point,37914.77,62207
Nevada,Passenger Vehicles,EV Stock,Cars,BEV,2020,Percent,44186.27,118355
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Vehicles,14997.23,2860
New York,Commercial Vehicles,EV Stock,Bikes,BEV,2024,Vehicles,38936.77,190812
Texas,Commercial Vehicles,EV Sales,Cars,BEV,2023,Vehicles,20934.31,11079
Texas,Passenger Vehicles,EV Sales,Vans,BEV,2024,Vehicles,39905.91,67188
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,34343.99,54298
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Percent,14528.11,41575
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Percent,9767.31,92334
Illinois,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,45745.63,663
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2019,Vehicles,41965.06,33362
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2020,Percent,33029.11,902
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Percent,17533.64,30396
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,25571.92,5064
Georgia,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Percent,27937.42,92417
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2018,Vehicles,4394.89,33171
Georgia,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Charging Point,48614.47,4543
Illinois,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,4681.78,7789
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Percent,36112.01,39001
Illinois,Passenger Vehicles,EV Stock,Cars,BEV,2021,Charging Point,24690.8,104953
Arizona,Passenger Vehicles,EV Stock,Bikes,PHEV,2023,Percent,38017.95,50705
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Percent,13120.42,100653
Illinois,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Percent,19816.01,154632
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,26322.52,3985
New York,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,6124.63,1615
Colorado,Commercial Vehicles,EV Stock,Bikes,BEV,2024,Charging Point,42606.68,52642
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,49577.72,3608
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2023,Charging Point,20937.62,36806
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Charging Point,18903.14,85324
Arizona,Passenger Vehicles,EV Stock,Cars,BEV,2020,Charging Point,29744.62,119376
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Vehicles,34464.57,3016
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,43441.96,206315
Washington,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Percent,18707.26,13077
Florida,Commercial Vehicles,EV Stock,Buses,BEV,2021,Percent,38264.88,73690
California,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Percent,12080.03,48046
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2024,Percent,34054.35,35047
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Vehicles,23390.59,84319
California,Passenger Vehicles,EV Sales,Vans,BEV,2021,Percent,33117.86,2085
Illinois,Commercial Vehicles,EV Stock,Buses,PHEV,2020,Vehicles,19052.4,27613
Arizona,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Percent,14787.53,666
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,24350.91,28590
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2023,Vehicles,44765.63,3609
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,33775.12,89782
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Percent,30621.7,34168
California,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Percent,36021.27,4847
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,36482.67,6299
New York,Commercial Vehicles,EV Stock,Cars,BEV,2022,Charging Point,14807.73,36353
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,11713.61,91491
California,Passenger Vehicles,EV Stock,Vans,BEV,2018,Percent,25505.68,32903
Colorado,Commercial Vehicles,EV Sales,Cars,BEV,2018,Vehicles,7477.05,64877
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2018,Percent,23789.56,130977
Florida,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,34682.96,3425
New York,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,469.77,1501
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,5646.26,1565
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Percent,48111.47,43956
Texas,Passenger Vehicles,EV Stock,Buses,BEV,2024,Charging Point,46404.3,3076
Georgia,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Percent,20954.03,28269
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2023,Vehicles,29542.64,67999
Colorado,Passenger Vehicles,EV Sales,Bikes,BEV,2023,Percent,7849.09,94801
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,16617.5,2450
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,39667.32,195568
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2024,Percent,42812.73,12580
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,20324.08,54194
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2023,Charging Point,15621.53,54545
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,34115.93,35939
Nevada,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,35923.37,125465
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2021,Vehicles,49191.97,2356
California,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,34896.71,29232
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Percent,12084.23,829
California,Commercial Vehicles,EV Stock,Buses,PHEV,2023,Vehicles,3093.23,32282
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Percent,12954.5,3933
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2020,Charging Point,11409.97,87169
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Vehicles,4732.43,34399
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,22274.94,5278
Illinois,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,14478.14,9084
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2019,Charging Point,46262.02,41796
Nevada,Passenger Vehicles,EV Stock,Vans,BEV,2021,Vehicles,20255.1,97074
Georgia,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,43843.17,41347
Washington,Passenger Vehicles,EV Sales,Cars,BEV,2024,Percent,15405.93,161
Illinois,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Vehicles,41591.38,97067
California,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,22780.28,126680
Illinois,Passenger Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,1714.67,572
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2021,Charging Point,24398.98,2006
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Percent,11415.73,1626
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2020,Charging Point,15441.36,44563
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,34249.43,3736
Illinois,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Percent,26522.28,32433
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Charging Point,44441.76,79573
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,46804.14,109325
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Charging Point,34578.77,3305
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Percent,43190.42,300079
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Vehicles,9834.21,14779
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2020,Percent,4055.8,77494
Colorado,Commercial Vehicles,EV Stock,Bikes,BEV,2023,Charging Point,16715.16,45618
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2018,Percent,16353.24,31855
Washington,Passenger Vehicles,EV Stock,Buses,BEV,2019,Charging Point,33288.12,90944
California,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Charging Point,42033.95,2638
Illinois,Commercial Vehicles,EV Stock,Cars,BEV,2019,Vehicles,14914.43,30378
Arizona,Passenger Vehicles,EV Stock,Buses,BEV,2019,Percent,21296.17,765
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2018,Charging Point,5337.27,28279
Illinois,Passenger Vehicles,EV Sales,Cars,BEV,2020,Percent,20695.77,3485
Washington,Passenger Vehicles,EV Sales,Cars,BEV,2021,Vehicles,10798.99,80898
New York,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,19184.52,33317
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,13390.73,5397
Illinois,Passenger Vehicles,EV Stock,Buses,BEV,2023,Percent,40455.6,7915
Washington,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Percent,302.73,36415
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2022,Percent,17001.54,101825
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,48464.86,38025
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Vehicles,33981.74,208
Texas,Passenger Vehicles,EV Sales,Buses,BEV,2022,Charging Point,38631.14,78536
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Percent,43007.7,119809
